accident_type,burns,damages,deaths,end_time,fire_station,fire_trucks,fire_vessels,firefighters,incident,incident_detail,injuries,location_description,municipality,people_involved,prefecture,start_time,village
ΑΠΕΛΕΥΘΕΡΩΣΗ,0,0,0,,2ος  Π.Σ. ΘΕΣΣΑΛΟΝΙΚΗΣ,1,0,2,ΔΕΛΤΙΟ ΕΠΕΜΒΑΣΗΣ ΣΕ ΑΝΕΛΚΥΣΤΗΡΑ,ΑΠΕΛΕΥΘΕΡΩΣΗ ΑΠΟ ΑΝΕΛΚΥΣΤΗΡΑ,0,ΚΤΙΡΙΑ ΔΙΑΜΕΡΙΣΜΑΤΩΝ                    ,Δ. ΕΥΟΣΜΟΥ-ΚΟΡΔΕΛΙΟΥ,2,ΘΕΣΣΑΛΟΝΙΚΗΣ,2016-08-13T00:00:00,ΚΟΡΔΕΛΙΟ
,0,0,0,, 5ος Π.Σ. ΑΘΗΝΩΝ,2,0,6,ΔΕΛΤΙΟ ΠΥΡΚΑΓΙΑΣ,ΨΕΥΔΗΣ ΑΝΑΓΓΕΛΙΑ,0,,Δ. ΝΕΑΣ ΣΜΥΡΝΗΣ,1,ΑΤΤΙΚΗΣ,2016-08-15T00:00:00,
,0,0,0,,Π.Κ. ΣΑΜΗΣ,1,0,2,ΔΕΛΤΙΟ ΠΥΡΚΑΓΙΑΣ,ΜΙΚΡΗ,0,ΚΑΤΑΣΤΗΜΑΤΑ                             ,Δ. ΚΕΦΑΛΛΟΝΙΑΣ,1,ΚΕΦΑΛΛΟΝΙΑΣ,2016-08-21T00:00:00,
,0,0,0,,1ος  Π.Σ. ΙΩΑΝΝΙΝΩΝ,1,0,2,ΔΕΛΤΙΟ ΠΑΡΟΧΗΣ ΒΟΗΘΕΙΑΣ,ΑΦΑΙΡΕΣΗ ΑΝΤΙΚΕΙΜΕΝΩΝ - ΚΑΤΑΡΡΕΥΣΕΙΣ,0,ΟΙΚΟΔΟΜΕΣ                               ,Δ. ΙΩΑΝΝΙΤΩΝ,1,ΙΩΑΝΝΙΝΩΝ,2016-08-25T00:00:00,
,0,0,0,, 4ος Π.Σ. ΑΘΗΝΩΝ,2,0,6,ΔΕΛΤΙΟ ΠΥΡΚΑΓΙΑΣ,ΜΙΚΡΗ,0,ΚΤΙΡΙΑ ΔΙΑΜΕΡΙΣΜΑΤΩΝ                    ,Δ. ΖΩΓΡΑΦΟΥ,1,ΑΤΤΙΚΗΣ,2016-08-30T00:00:00,
,0,0,0,,Π.Υ. ΑΡΓΟΣΤΟΛΙΟΥ,1,0,2,ΔΕΛΤΙΟ ΠΑΡΟΧΗΣ ΒΟΗΘΕΙΑΣ,ΑΝΤΛΗΣΗ ΝΕΡΟΥ,0,ΜΟΝΟΚΑΤΟΙΚΙΕΣ                           ,Δ. ΚΕΦΑΛΛΟΝΙΑΣ,1,ΚΕΦΑΛΛΟΝΙΑΣ,2016-09-07T00:00:00,ΚΑΡΑΒΑΔΟΣ
,0,0,0,2016-09-15T01:00:00,Π.Υ. ΡΟΔΟΥ,1,0,2,ΔΕΛΤΙΟ ΠΥΡΚΑΓΙΑΣ,ΜΙΚΡΗ,0,ΟΙΚΟΠΕΔΙΚΟΙ ΧΩΡΟΙ                       ,Δ. ΡΟΔΟΥ,1,ΔΩΔΕΚΑΝΗΣΩΝ,2016-09-15T00:00:00,
,0,0,0,,Π.Κ. ΣΙΔΗΡΟΚΑΣΤΡΟΥ,1,0,2,ΔΕΛΤΙΟ ΠΑΡΟΧΗΣ ΒΟΗΘΕΙΑΣ,ΔΙΑΣΩΣΕΙΣ ΖΩΩΝ,0,ΜΟΝΟΚΑΤΟΙΚΙΕΣ                           ,Δ. ΗΡΑΚΛΕΙΑΣ,1,ΣΕΡΡΩΝ,2016-09-16T00:00:00,ΗΡΑΚΛΕΙΑ
,0,0,0,,Π.Υ. ΣΕΡΡΩΝ,1,0,2,ΔΕΛΤΙΟ ΕΠΕΜΒΑΣΗΣ ΣΕ ΑΝΕΛΚΥΣΤΗΡΑ,ΑΠΕΛΕΥΘΕΡΩΣΗ ΑΠΟ ΑΝΕΛΚΥΣΤΗΡΑ,0,ΚΤΙΡΙΑ ΔΙΑΜΕΡΙΣΜΑΤΩΝ                    ,Δ. ΣΕΡΡΩΝ,1,ΣΕΡΡΩΝ,2016-09-23T00:00:00,ΣΕΡΡΕΣ
,0,0,0,,Π.Υ. ΣΕΡΡΩΝ,1,0,2,ΔΕΛΤΙΟ ΕΠΕΜΒΑΣΗΣ ΣΕ ΑΝΕΛΚΥΣΤΗΡΑ,ΑΠΕΛΕΥΘΕΡΩΣΗ ΑΠΟ ΑΝΕΛΚΥΣΤΗΡΑ,0,ΚΤΙΡΙΑ ΔΙΑΜΕΡΙΣΜΑΤΩΝ                    ,Δ. ΣΕΡΡΩΝ,1,ΣΕΡΡΩΝ,2016-10-15T00:00:00,ΣΕΡΡΕΣ
,0,0,0,,Π.Υ. ΔΙΔΥΜΟΤΕΙΧΟΥ,4,0,8,ΔΕΛΤΙΟ ΠΥΡΚΑΓΙΑΣ,ΜΕΓΑΛΗ,0,ΜΟΝΟΚΑΤΟΙΚΙΕΣ                           ,Δ. ΔΙΔΥΜΟΤΕΙΧΟΥ,1,ΕΒΡΟΥ,2016-11-05T00:00:00,ΚΥΑΝΗ
,0,0,0,2016-11-24T00:30:00,10ος Π.Σ. ΑΘΗΝΩΝ,1,0,4,ΔΕΛΤΙΟ ΠΥΡΚΑΓΙΑΣ,ΜΙΚΡΗ,0,ΟΔΟΣ                                    ,Δ. ΙΛΙΟΥ,1,ΑΤΤΙΚΗΣ,2016-11-24T00:00:00,ΙΛΙΟΝ
,0,0,0,,Π.Υ. ΔΡΑΜΑΣ,2,0,5,ΔΕΛΤΙΟ ΠΥΡΚΑΓΙΑΣ,ΜΙΚΡΗ,0,ΚΤΙΡΙΑ ΔΙΑΜΕΡΙΣΜΑΤΩΝ                    ,Δ. ΔΡΑΜΑΣ,1,ΔΡΑΜΑΣ,2016-11-26T00:00:00,
ΑΠΕΛΕΥΘΕΡΩΣΗ,0,0,0,,Π.Υ. ΧΑΛΚΙΔΑΣ,1,0,3,ΔΕΛΤΙΟ ΕΠΕΜΒΑΣΗΣ ΣΕ ΑΝΕΛΚΥΣΤΗΡΑ,ΑΠΕΛΕΥΘΕΡΩΣΗ ΑΠΟ ΑΝΕΛΚΥΣΤΗΡΑ,0,ΚΤΙΡΙΑ ΔΙΑΜΕΡΙΣΜΑΤΩΝ                    ,Δ. ΔΙΡΦΥΩΝ - ΜΕΣΣΑΠΙΩΝ,1,ΕΥΒΟΙΑΣ,2016-12-21T00:00:00,ΨΑΧΝΑ
,0,0,0,,4ος  Π.Σ. ΠΕΙΡΑΙΑ,2,0,5,ΔΕΛΤΙΟ ΠΥΡΚΑΓΙΑΣ,ΜΙΚΡΗ,0,ΟΙΚΟΠΕΔΙΚΟΙ ΧΩΡΟΙ                       ,Δ. ΠΕΡΑΜΑΤΟΣ,1,ΑΤΤΙΚΗΣ,2017-01-01T00:00:00,
,0,0,0,,Π.Υ. ΚΟΜΟΤΗΝΗΣ,1,0,2,ΔΕΛΤΙΟ ΠΥΡΚΑΓΙΑΣ,ΜΙΚΡΗ,0,ΠΕΖΟΔΡΟΜΙΑ                              ,Δ. ΚΟΜΟΤΗΝΗΣ,1,ΡΟΔΟΠΗΣ,2017-01-01T00:00:00,
,0,0,0,,Π.Υ. ΙΤΕΑΣ,1,0,2,ΔΕΛΤΙΟ ΠΥΡΚΑΓΙΑΣ,ΨΕΥΔΗΣ ΑΝΑΓΓΕΛΙΑ,0,,Δ. ΔΕΛΦΩΝ,1,ΦΩΚΙΔΟΣ,2017-01-01T00:00:00,ΙΤΕΑ
,0,0,0,,1ος  Π.Σ. ΘΕΣΣΑΛΟΝΙΚΗΣ,1,0,2,ΔΕΛΤΙΟ ΠΑΡΟΧΗΣ ΒΟΗΘΕΙΑΣ,ΑΝΤΛΗΣΗ ΝΕΡΟΥ,0,ΚΤΙΡΙΑ ΔΙΑΜΕΡΙΣΜΑΤΩΝ                    ,Δ. ΘΕΣΣΑΛΟΝΙΚΗΣ,1,ΘΕΣΣΑΛΟΝΙΚΗΣ,2017-01-15T00:00:00,
,0,0,0,,1ος  Π.Σ. ΛΑΡΙΣΑΣ,1,0,3,ΔΕΛΤΙΟ ΠΥΡΚΑΓΙΑΣ,ΜΙΚΡΗ,0,ΟΔΟΣ                                    ,Δ. ΛΑΡΙΣΑΙΩΝ,1,ΛΑΡΙΣΑΣ,2017-01-31T00:00:00,
,0,0,0,,Π.Υ. ΕΔΕΣΣΑΣ,1,0,2,ΔΕΛΤΙΟ ΠΥΡΚΑΓΙΑΣ,ΨΕΥΔΗΣ ΑΝΑΓΓΕΛΙΑ,0,,Δ. ΕΔΕΣΣΑΣ,1,ΠΕΛΛΑΣ,2017-02-09T00:00:00,
ΑΠΕΛΕΥΘΕΡΩΣΗ,0,0,0,,Π.Υ. ΚΟΖΑΝΗΣ,1,0,3,ΔΕΛΤΙΟ ΕΠΕΜΒΑΣΗΣ ΣΕ ΑΝΕΛΚΥΣΤΗΡΑ,ΑΠΕΛΕΥΘΕΡΩΣΗ ΑΠΟ ΑΝΕΛΚΥΣΤΗΡΑ,0,ΚΤΙΡΙΑ ΔΙΑΜΕΡΙΣΜΑΤΩΝ                    ,Δ. ΚΟΖΑΝΗΣ,1,ΚΟΖΑΝΗΣ,2017-02-20T00:00:00,
,0,0,0,,Π.Κ. ΛΑΓΚΑΔΑ,1,0,2,ΔΕΛΤΙΟ ΠΥΡΚΑΓΙΑΣ,ΜΙΚΡΗ,0,ΑΥΤΟΚΙΝΗΤΑ                              ,Δ. ΛΑΓΚΑΔΑ,1,ΘΕΣΣΑΛΟΝΙΚΗΣ,2017-02-25T00:00:00,ΛΑΓΚΑΔΑΣ
,0,0,0,2017-03-05T00:27:00,10ος Π.Σ. ΑΘΗΝΩΝ,1,0,3,ΔΕΛΤΙΟ ΠΥΡΚΑΓΙΑΣ,ΜΙΚΡΗ,0,ΟΔΟΣ                                    ,Δ. ΦΥΛΗΣ,1,ΑΤΤΙΚΗΣ,2017-03-05T00:00:00,ΖΕΦΥΡΙ
ΑΠΕΛΕΥΘΕΡΩΣΗ,0,0,0,,3ος  Π.Σ. ΘΕΣΣΑΛΟΝΙΚΗΣ,1,0,2,ΔΕΛΤΙΟ ΕΠΕΜΒΑΣΗΣ ΣΕ ΑΝΕΛΚΥΣΤΗΡΑ,ΑΠΕΛΕΥΘΕΡΩΣΗ ΑΠΟ ΑΝΕΛΚΥΣΤΗΡΑ,0,ΚΤΙΡΙΑ ΔΙΑΜΕΡΙΣΜΑΤΩΝ                    ,Δ. ΘΕΣΣΑΛΟΝΙΚΗΣ,1,ΘΕΣΣΑΛΟΝΙΚΗΣ,2017-03-12T00:00:00,
ΑΠΕΛΕΥΘΕΡΩΣΗ,0,0,0,,1ος  Π.Σ. ΛΑΡΙΣΑΣ,1,0,3,ΔΕΛΤΙΟ ΕΠΕΜΒΑΣΗΣ ΣΕ ΑΝΕΛΚΥΣΤΗΡΑ,ΑΠΕΛΕΥΘΕΡΩΣΗ ΑΠΟ ΑΝΕΛΚΥΣΤΗΡΑ,0,ΚΤΙΡΙΑ ΔΙΑΜΕΡΙΣΜΑΤΩΝ                    ,Δ. ΛΑΡΙΣΑΙΩΝ,1,ΛΑΡΙΣΑΣ,2017-03-31T00:00:00,
,0,0,0,,3ος  Π.Σ. ΘΕΣΣΑΛΟΝΙΚΗΣ,2,0,8,ΔΕΛΤΙΟ ΠΥΡΚΑΓΙΑΣ,ΜΙΚΡΗ,0,ΠΕΖΟΔΡΟΜΙΑ                              ,Δ. ΘΕΣΣΑΛΟΝΙΚΗΣ,1,ΘΕΣΣΑΛΟΝΙΚΗΣ,2017-04-13T00:00:00,
ΑΠΕΛΕΥΘΕΡΩΣΗ,0,0,0,, 4ος Π.Σ. ΑΘΗΝΩΝ,1,0,3,ΔΕΛΤΙΟ ΕΠΕΜΒΑΣΗΣ ΣΕ ΑΝΕΛΚΥΣΤΗΡΑ,ΑΠΕΛΕΥΘΕΡΩΣΗ ΑΠΟ ΑΝΕΛΚΥΣΤΗΡΑ,0,ΚΤΙΡΙΑ ΔΙΑΜΕΡΙΣΜΑΤΩΝ                    ,Δ. ΖΩΓΡΑΦΟΥ,1,ΑΤΤΙΚΗΣ,2017-04-22T00:00:00,
,0,0,0,,1ος  Π.Σ. ΚΕΡΚΥΡΑΣ,1,0,3,ΔΕΛΤΙΟ ΠΥΡΚΑΓΙΑΣ,ΨΕΥΔΗΣ ΑΝΑΓΓΕΛΙΑ,0,ΑΓΡΟΤΙΚΕΣ ΠΕΡΙΟΧΕΣ                      ,Δ. ΚΕΡΚΥΡΑΣ,1,ΚΕΡΚΥΡΑΣ,2017-04-24T00:00:00,
ΑΠΕΛΕΥΘΕΡΩΣΗ,0,0,0,2017-05-06T00:25:00,Π.Υ. ΡΟΔΟΥ,1,0,4,ΔΕΛΤΙΟ ΕΠΕΜΒΑΣΗΣ ΣΕ ΑΝΕΛΚΥΣΤΗΡΑ,ΑΠΕΛΕΥΘΕΡΩΣΗ ΑΠΟ ΑΝΕΛΚΥΣΤΗΡΑ,0,ΚΤΙΡΙΑ ΔΙΑΜΕΡΙΣΜΑΤΩΝ                    ,Δ. ΡΟΔΟΥ,1,ΔΩΔΕΚΑΝΗΣΩΝ,2017-05-06T00:00:00,
,0,0,0,,1ος  Π.Σ. ΠΑΤΡΩΝ,1,0,2,ΔΕΛΤΙΟ ΠΑΡΟΧΗΣ ΒΟΗΘΕΙΑΣ,ΤΡΟΧΑΙΑ ΑΤΥΧΗΜΑΤΑ,0,ΑΥΤΟΚΙΝΗΤΑ                              ,Δ. ΠΑΤΡΕΩΝ,1,ΑΧΑΙΑΣ,2017-05-27T00:00:00,
ΑΠΕΛΕΥΘΕΡΩΣΗ,0,0,0,,2ος  Π.Σ. ΘΕΣΣΑΛΟΝΙΚΗΣ,1,0,2,ΔΕΛΤΙΟ ΕΠΕΜΒΑΣΗΣ ΣΕ ΑΝΕΛΚΥΣΤΗΡΑ,ΑΠΕΛΕΥΘΕΡΩΣΗ ΑΠΟ ΑΝΕΛΚΥΣΤΗΡΑ,0,ΚΤΙΡΙΑ ΔΙΑΜΕΡΙΣΜΑΤΩΝ                    ,Δ. ΕΥΟΣΜΟΥ-ΚΟΡΔΕΛΙΟΥ,1,ΘΕΣΣΑΛΟΝΙΚΗΣ,2017-05-30T00:00:00,ΕΥΟΣΜΟΣ
,0,0,0,, 1ος Π.Σ. ΑΘΗΝΩΝ,1,0,4,ΔΕΛΤΙΟ ΕΠΕΜΒΑΣΗΣ ΣΕ ΑΝΕΛΚΥΣΤΗΡΑ,ΑΠΕΛΕΥΘΕΡΩΣΗ ΑΠΟ ΑΝΕΛΚΥΣΤΗΡΑ,0,ΚΤΙΡΙΑ ΔΙΑΜΕΡΙΣΜΑΤΩΝ                    ,Δ. ΑΘΗΝΑΙΩΝ,1,ΑΤΤΙΚΗΣ,2017-06-09T00:00:00,
,0,0,0,,6ος  Π.Σ. ΘΕΣΣΑΛΟΝΙΚΗΣ,1,0,4,ΔΕΛΤΙΟ ΠΥΡΚΑΓΙΑΣ,ΜΙΚΡΗ,0,ΠΡΑΝΟΙ ΟΔΩΝ                             ,Δ. ΔΕΛΤΑ,1,ΘΕΣΣΑΛΟΝΙΚΗΣ,2017-06-09T00:00:00,
,0,0,0,2017-06-17T00:35:00, 6ος Π.Σ. ΑΘΗΝΩΝ,1,0,3,ΔΕΛΤΙΟ ΠΥΡΚΑΓΙΑΣ,ΨΕΥΔΗΣ ΑΝΑΓΓΕΛΙΑ,0,,Δ. ΑΧΑΡΝΩΝ,1,ΑΤΤΙΚΗΣ,2017-06-17T00:00:00,ΑΧΑΡΝΑΙ
,0,0,0,, 2ος Π.Σ. ΑΘΗΝΩΝ,1,0,4,ΔΕΛΤΙΟ ΠΥΡΚΑΓΙΑΣ,ΜΙΚΡΗ,0,ΟΔΟΣ                                    ,Δ. ΑΘΗΝΑΙΩΝ,1,ΑΤΤΙΚΗΣ,2017-06-25T00:00:00,
,0,0,0,,Π.Κ. ΤΗΝΟΥ,1,0,2,ΔΕΛΤΙΟ ΕΠΕΜΒΑΣΗΣ ΣΕ ΑΝΕΛΚΥΣΤΗΡΑ,ΑΠΕΛΕΥΘΕΡΩΣΗ ΑΠΟ ΑΝΕΛΚΥΣΤΗΡΑ,0,ΚΤΙΡΙΑ ΔΙΑΜΕΡΙΣΜΑΤΩΝ                    ,Δ. ΤΗΝΟΥ,1,ΚΥΚΛΑΔΩΝ,2017-07-13T00:00:00,
ΔΙΑΣΩΣΗ,0,0,0,,2ος  Π.Σ. ΘΕΣΣΑΛΟΝΙΚΗΣ,2,0,7,ΔΕΛΤΙΟ ΠΑΡΟΧΗΣ ΒΟΗΘΕΙΑΣ,ΑΝΟΙΓΜΑ ΘΥΡΩΝ,0,ΚΤΙΡΙΑ ΔΙΑΜΕΡΙΣΜΑΤΩΝ                    ,Δ. ΠΑΥΛΟΥ ΜΕΛΑ,1,ΘΕΣΣΑΛΟΝΙΚΗΣ,2017-07-16T00:00:00,
ΑΠΕΛΕΥΘΕΡΩΣΗ,0,0,0,,Π.Υ. ΒΟΛΟΥ,1,0,3,ΔΕΛΤΙΟ ΕΠΕΜΒΑΣΗΣ ΣΕ ΑΝΕΛΚΥΣΤΗΡΑ,ΑΠΕΛΕΥΘΕΡΩΣΗ ΑΠΟ ΑΝΕΛΚΥΣΤΗΡΑ,0,ΚΤΙΡΙΑ ΔΙΑΜΕΡΙΣΜΑΤΩΝ                    ,Δ. ΒΟΛΟΥ,1,ΜΑΓΝΗΣΙΑΣ,2017-07-16T00:00:00,
ΑΠΕΛΕΥΘΕΡΩΣΗ,0,0,0,,Π.Υ. ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,1,0,2,ΔΕΛΤΙΟ ΕΠΕΜΒΑΣΗΣ ΣΕ ΑΝΕΛΚΥΣΤΗΡΑ,ΑΠΕΛΕΥΘΕΡΩΣΗ ΑΠΟ ΑΝΕΛΚΥΣΤΗΡΑ,0,ΚΤΙΡΙΑ ΔΙΑΜΕΡΙΣΜΑΤΩΝ                    ,Δ. ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,2,ΕΒΡΟΥ,2017-08-03T00:00:00,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗ
,0,0,0,,2ος  Π.Σ. ΘΕΣΣΑΛΟΝΙΚΗΣ,2,0,6,ΔΕΛΤΙΟ ΠΥΡΚΑΓΙΑΣ,ΜΙΚΡΗ,0,ΚΤΙΡΙΑ ΔΙΑΜΕΡΙΣΜΑΤΩΝ                    ,Δ. ΝΕΑΠΟΛΗΣ-ΣΥΚΕΩΝ,1,ΘΕΣΣΑΛΟΝΙΚΗΣ,2017-08-11T00:00:00,ΝΕΑΠΟΛΗ
,0,0,0,,Π.Κ. ΠΑΡΟΥ,1,0,3,ΔΕΛΤΙΟ ΠΥΡΚΑΓΙΑΣ,ΜΙΚΡΗ,0,ΜΟΤΟΠΟΔΗΛΑΤΑ                            ,Δ. ΠΑΡΟΥ,1,ΚΥΚΛΑΔΩΝ,2017-08-11T00:00:00,
,0,0,0,, 2ος Π.Σ. ΑΘΗΝΩΝ,1,0,4,ΔΕΛΤΙΟ ΕΠΕΜΒΑΣΗΣ ΣΕ ΑΝΕΛΚΥΣΤΗΡΑ,ΑΠΕΛΕΥΘΕΡΩΣΗ ΑΠΟ ΑΝΕΛΚΥΣΤΗΡΑ,0,ΚΤΙΡΙΑ ΔΙΑΜΕΡΙΣΜΑΤΩΝ                    ,Δ. ΑΘΗΝΑΙΩΝ,1,ΑΤΤΙΚΗΣ,2017-08-31T00:00:00,
,0,0,0,,3ος  Π.Σ. ΘΕΣΣΑΛΟΝΙΚΗΣ,1,0,2,ΔΕΛΤΙΟ ΠΑΡΟΧΗΣ ΒΟΗΘΕΙΑΣ,ΑΠΕΛΕΥΘΕΡΩΣΗ ΟΔΟΣΤΡΩΜΑΤΟΣ,0,ΠΕΖΟΔΡΟΜΙΑ                              ,Δ. ΘΕΣΣΑΛΟΝΙΚΗΣ,1,ΘΕΣΣΑΛΟΝΙΚΗΣ,2017-08-31T00:00:00,
,0,0,0,,Π.Υ. ΠΡΕΒΕΖΑΣ,1,0,2,ΔΕΛΤΙΟ ΠΑΡΟΧΗΣ ΒΟΗΘΕΙΑΣ,ΔΙΑΣΩΣΕΙΣ ΖΩΩΝ,0,ΠΕΖΟΔΡΟΜΙΑ                              ,Δ. ΠΡΕΒΕΖΑΣ,1,ΠΡΕΒΕΖΗΣ,2017-09-08T00:00:00,ΝΕΑ ΣΑΜΨΟΥΣ
,0,0,0,,Π.Υ. ΒΟΛΟΥ,1,0,3,ΔΕΛΤΙΟ ΠΥΡΚΑΓΙΑΣ,ΨΕΥΔΗΣ ΑΝΑΓΓΕΛΙΑ,0,ΚΤΙΡΙΑ ΔΙΑΜΕΡΙΣΜΑΤΩΝ                    ,Δ. ΒΟΛΟΥ,1,ΜΑΓΝΗΣΙΑΣ,2017-09-15T00:00:00,
ΑΠΕΛΕΥΘΕΡΩΣΗ,0,0,0,2017-09-28T00:10:00,Π.Υ. ΡΟΔΟΥ,1,0,3,ΔΕΛΤΙΟ ΕΠΕΜΒΑΣΗΣ ΣΕ ΑΝΕΛΚΥΣΤΗΡΑ,ΑΠΕΛΕΥΘΕΡΩΣΗ ΑΠΟ ΑΝΕΛΚΥΣΤΗΡΑ,0,ΚΤΙΡΙΑ ΔΙΑΜΕΡΙΣΜΑΤΩΝ                    ,Δ. ΡΟΔΟΥ,1,ΔΩΔΕΚΑΝΗΣΩΝ,2017-09-27T00:00:00,
,0,0,0,,Π.Υ. ΜΑΡΚΟΠΟΥΛΟΥ,1,0,2,ΔΕΛΤΙΟ ΠΥΡΚΑΓΙΑΣ,ΨΕΥΔΗΣ ΑΝΑΓΓΕΛΙΑ,0,,Δ. ΜΑΡΚΟΠΟΥΛΟΥ ΜΕΣΟΓΑΙΑΣ,1,ΑΤΤΙΚΗΣ,2017-10-10T00:00:00,
,0,0,0,, 2ος Π.Σ. ΑΘΗΝΩΝ,2,0,8,ΔΕΛΤΙΟ ΠΥΡΚΑΓΙΑΣ,ΜΙΚΡΗ,0,ΠΡΑΝΟΙ ΟΔΩΝ                             ,Δ. ΑΘΗΝΑΙΩΝ,1,ΑΤΤΙΚΗΣ,2017-10-14T00:00:00,
,0,0,0,, 2ος Π.Σ. ΑΘΗΝΩΝ,2,0,7,ΔΕΛΤΙΟ ΠΑΡΟΧΗΣ ΒΟΗΘΕΙΑΣ,ΜΕΤΑΦΟΡΑ ΑΣΘΕΝΩΝ,0,ΚΤΙΡΙΑ ΔΙΑΜΕΡΙΣΜΑΤΩΝ                    ,Δ. ΑΘΗΝΑΙΩΝ,1,ΑΤΤΙΚΗΣ,2017-10-18T00:00:00,
,0,0,0,,Π.Υ. ΣΕΡΡΩΝ,1,0,2,ΔΕΛΤΙΟ ΕΠΕΜΒΑΣΗΣ ΣΕ ΑΝΕΛΚΥΣΤΗΡΑ,ΑΠΕΛΕΥΘΕΡΩΣΗ ΑΠΟ ΑΝΕΛΚΥΣΤΗΡΑ,0,ΚΤΙΡΙΑ ΔΙΑΜΕΡΙΣΜΑΤΩΝ                    ,Δ. ΣΕΡΡΩΝ,1,ΣΕΡΡΩΝ,2017-10-20T00:00:00,ΣΕΡΡΕΣ
